"pl_POL_wp_int" "2017-05-23 01:37:00" "USA policzą koszty obecności wojsk amerykańskich w Europie" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/951819897--50220248/usa-flaga.jpg"" width=""308"" /> Komisja Sił Zbrojnych Izby Reprezentantów poprosiła Pentagon o wyliczenie kosztów stałego stacjonowania wojsk USA w Europie, które aktualnie..."
"pl_POL_wp_int" "2017-05-23 01:07:00" "Trwa akcja ratunkowa w Manchesterze. Po koncercie doszło tam do eksplozji" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1248778202-580843969/manchester.jpg"" width=""308"" /> Tysiące ludzi w panice ucieka z hali widowiskowo-sportowej w Manchesterze, gdzie tuż po skończonym koncercie Ariany Grande według świadków słychać..."
"pl_POL_wp_int" "2017-05-23 00:27:00" "W Brukseli bez porozumienia w sprawie pomocy dla Grecji" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1186826281-1070877401/grecja.jpg"" width=""308"" /> Ministrowie finansów strefy euro, przedstawiciele Międzynarodowego Funduszu Walutowego oraz greckiego rządu po  spotkaniu w Brukseli nie..."
"pl_POL_wp_int" "2017-05-22 23:14:00" "Ponad 1000 osób ewakuowanych z trzech bloków" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1783030646-1809726946/koszalin.jpg"" width=""308"" /> Ponad 1000 osób zostało w poniedziałek wieczorem ewakuowanych z trzech bloków przy ul. Władysława IV w Koszalinie. Powodem jest ryzyko uszkodzenia..."
"pl_POL_wp_int" "2017-05-22 23:08:00" """Czułem się jak Mozart"" - wspominał Zbigniew Wodecki. Niesamowita historia z Sopotu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1695220806--1436997728/wodecki.jpg"" width=""308"" /> Zdzisława Sośnicka podsunęła Zbigniewowi Wodeckiemu fajny utwór, ale jemu się nie spodobał. &" "34;To sam coś napisz&" "34; - powiedziała i weszła mu tym na..."
"pl_POL_wp_int" "2017-05-22 22:33:00" """Tak nie może być!"" - krzyczał reżyser. Czym go tak zbulwersował Zbigniew Wodecki?" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1105151685-1955776206/wodecki.jpg"" width=""308"" /> Zbigniew Wodecki na koniu, w oddali zamek, a reżyser krzyczy na piosenkarza i załamuje ręce. Wszystko przez jedno ordynarne słowo.  Przypominamy..."
"pl_POL_wp_int" "2017-05-22 22:20:00" "Jan Pietrzak: to przeze mnie nie będzie festiwalu w Opolu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1267092120-452732926/pietrzak-honorowy.jpg"" width=""308"" /> - Żal mi mieszkańców Opola, że mają prezydenta, który tak bardzo nie chciał, bym wystąpił w amfiteatrze, że postanowił odwołać tak ważną dla miasta..."
"pl_POL_wp_int" "2017-05-22 21:58:00" "Patryk Jaki dla WP: Kayah nie była na żadnej ""czarnej liście"" TVP. Całe zamieszanie to wina fake newsów" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/2041627887--1374739586/patryk-jaki.jpg"" width=""308"" /> Kayah nie była na żadnej czarnej liście TVP, bo nie było żadnej cenzury. Po nieprawdziwej informacji inni zaczęli rezygnować. To dowód na jakość..."
"pl_POL_wp_int" "2017-05-22 21:47:00" "Festiwal Piosenki odbędzie się w Kielcach? ""To jest taki wstępniak""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1884493159--14660541/opole.jpg"" width=""308"" /> Krajowy Festiwal Piosenki Polskiej w Opolu odbędzie się w Kielcach? Takie informacje usłyszeliśmy od posła Dominika Tarczyńskiego. I chociaż..."
"pl_POL_wp_int" "2017-05-22 21:31:00" """Ten dług spłacałem do końca życia"" - wspominał Zbigniew Wodecki. Powód był zaskakujący" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1551881400-2044817606/wodecki.jpg"" width=""308"" /> Wojciech Młynarski napisał słowa do piosenki. Zbigniew Wodecki pojechał z nią na festiwal do Pragi i wygrał konkurs. Nagroda bardzo go zaskoczyła i..."
"pl_POL_wp_int" "2017-05-22 20:15:00" "Zatrzęsły się dwa bloki w Koszalinie. Ewakuowano mieszkańców" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1783030646-1809726946/koszalin.jpg"" width=""308"" /> Mieszkańcy ponad 200 mieszkań z dwóch bloków przy ul. Władysława IV w Koszalinie zostali ewakuowani z powodu ryzyka uszkodzenia jednego z budynków...."
"pl_POL_wp_int" "2017-05-22 20:15:00" "Kurski: prezydent będzie błagał, żeby telewizja wróciła do Opola" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1530722296--2069743608/jacek-kurski.jpg"" width=""308"" /> Telewizja Polska nie eliminuje nikogo ze względu na poglądy. Nie ma żadnej czarnej listy artystów. To zwielokrotnione kłamstwo - mówi Jacek Kurski..."
"pl_POL_wp_int" "2017-05-22 20:08:00" "Gwiazdy i politycy żegnają Zbigniewa Wodeckiego" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/374560061--234643658/wodecki.jpg"" width=""308"" /> Śmierć Zbigniewa Wodeckiego poruszyła wielu, z politykami i celebrytami włącznie. Gwiazdy i urzędnicy wyrażali swoją żałobę i dzielili się..."
"pl_POL_wp_int" "2017-05-22 20:02:00" "Epidemia żółtaczki w Wielkopolsce. Biskup apeluje ws. komunii" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/960065974--1640941559/komunia-swieta.jpg"" width=""308"" /> Biskup kaliski Edward Janiak zaapelował do proboszczów, aby hostię przyjmować na rękę. Nie wszędzie przystano na tę propozycję."
"pl_POL_wp_int" "2017-05-22 19:57:00" "Media: Flynn nie zastosuje się do nakazu sądowego komisji Senatu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/254367831-1293802546/michael-flynn.jpg"" width=""308"" /> Były doradca prezydenta USA ds. bezpieczeństwa narodowego Michael Flynn nie zastosuje się do nakazu sądowego komisji Senatu USA ds. wywiadu..."
"pl_POL_wp_int" "2017-05-22 19:45:00" """Zmusili mnie."" Dlaczego Zbigniew Wodecki nie chciał śpiewać ""Pszczółki Mai""? " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/135651939--593306846/zbigniew-wodecki.jpg"" width=""308"" /> Gdyby nie został zaproszony na obiad i nie zjadł na koszt studia kotleta schabowego z puree ziemniaczanym i kapustą zasmażaną, być może nie..."
"pl_POL_wp_int" "2017-05-22 19:21:00" "Będą zarzuty dla policjantów ws. śmierci Igora Stachowiaka? ""Bierzemy to pod uwagę""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/652651389--121708460/igor-stachowiak.jpg"" width=""308"" /> Prokuratura rozważy postawienie zarzutów znęcania się nad Igorem Stachowiakiem wrocławskim policjantom. W sprawie śledczy dysponują już..."
"pl_POL_wp_int" "2017-05-27 13:15:00" "Świat wspomina Zbigniewa Brzezińskiego. Donald Tusk: tak będzie, Profesorze" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1184970178-875343658/brzezinski.jpg"" width=""308"" /> &" "34;Inteligentny strateg&" "34;, &" "34;wizjoner&" "34;, &" "34;wielki przyjaciel&" "34; - tak politycy wspominają zmarłego politologa,  byłego doradca ds. bezpieczeństwa..."
"pl_POL_wp_int" "2017-05-27 13:09:00" "Ustalenia Komisji Rewizyjnej KOD. Firma Kijowskiego nie wykonała żadnej usługi" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1667108831--1820451288/kijowski.jpg"" width=""308"" /> Komisja Rewizyjna w KOD ustaliła, że firma Mateusza Kijowskiego wystawiła faktury, ale nie wykonała żadnej usługi. Chodzi o sześć faktur na łączną..."
"pl_POL_wp_int" "2017-05-27 13:05:00" "Donald Tusk zdradził, co obiecał Zbigniewowi Brzezińskiemu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1228050374-1466314512/tusk-zbigniew-brzezinski.jpg"" width=""308"" /> Szef Rady Europejskiej napisał na Twitterze, o co rok temu poprosił go zmarły dzisiaj Zbigniew Brzeziński. Donald Tusk zapewnił, że zrobi wszystko,..."
"pl_POL_wp_int" "2017-05-27 12:47:00" "Odszedł Zbigniew Brzeziński. Wybitny człowiek, dla którego polityka była wielką rozgrywką" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1005738122--1078059067/zbigniew-brzezinski.jpg"" width=""308"" /> W wieku 89 lat zmarł prof. Zbigniew Brzeziński, wybitny politolog i strateg, który w sposób jednoznaczny i nie stroniąc od kontrowersji wypowiadał..."
"pl_POL_wp_int" "2017-05-27 12:16:00" "Nowe fakty ws. śmierci Kim Dzong Nama. Został zabity, bo współpracował z wywiadem USA?" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1624819993-288192295/kim-dzong-nam.jpg"" width=""308"" /> Japoński dziennik ujawnia, że krótko przed śmiercią brat przywódcy Korei Północnej spotkał się z agentem amerykańskiego wywiadu. Nie było to ich..."
"pl_POL_wp_int" "2017-05-27 11:40:00" "Zgrzyt na szczycie G7. Trump i Merkel odwołują konferencje prasowe" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/5219197--759520754/szczyt-g7.jpg"" width=""308"" /> Dziennikarzy relacjonujących obrady poinformowano, że Donald Trump i Angela Merkel nie spotkają się z nimi na tradycyjnych konferencjach prasowych..."
"pl_POL_wp_int" "2017-05-27 11:35:00" "Syn Beaty Szydło został księdzem. Już niedługo odprawi pierwszą mszę" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1965912583--246217072/beata-szydlo.jpg"" width=""308"" /> 25-letni Tymoteusz Szydło przyjął święcenia kapłańskie. Uroczystość odbyła się w katedrze św. Mikołaja w Bielsku-Białej, gdzie oczywiście nie mogło..."
"pl_POL_wp_int" "2017-05-27 10:48:00" "Kulisy tragicznej akcji strażaków. ""Tam nie powinno być sufitu""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1449622893-82794011/straz.jpeg"" width=""308"" /> Prokuratura Okręgowa w Białymstoku wszczęła śledztwo ws. przyczyn pożaru i okoliczności śmierci strażaków. Podczas akcji zawalił się sufit. Według..."
"pl_POL_wp_int" "2017-05-27 10:42:00" "Prosty sposób, by kupić pigułkę dzień po. Tego PiS kobietom nie zabroni" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1345042385--1622655717/tvp-ellaone-ukryta-kamera.jpg"" width=""308"" /> W odpowiedzi na ograniczenie dostępu do tzw. pigułki &" "34;dzień po&" "34; organizacja Women on Web ogłosiła, że zapewni wszystkim kobietom bezpłatne recepty,..."
"pl_POL_wp_int" "2017-05-27 10:33:00" "Prezydent Filipin zachęca żołnierzy do gwałtu. Czy tak walczy się z terroryzmem?" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1117274686--1697693200/rodrigo-duterte.jpg"" width=""308"" /> Podczas odprawy prezydent Filipin Rodrigo Duterte obiecał żołnierzom, że weźmie odpowiedzialność nawet za gwałty, których dopuszczą się podczas..."
"pl_POL_wp_int" "2017-05-27 10:24:00" "Małgorzata Wassermann: im bliżej przesłuchania Tusków, tym większy będzie atak na komisję " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1551124471--393685752/wassermann.jpg"" width=""308"" /> Posłanka PiS zapowiedziała, że niezależnie od wyników prac komisji śledczej złoży doniesienie do prokuratury na Sławomira Nowaka"
"pl_POL_wp_int" "2017-05-27 10:11:00" "Ariana Grande wróci do Manchesteru. ""Nie będziemy żyć w strachu""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/330805806--1631444326/ariana-grande.jpg"" width=""308"" /> 23-letnia piosenkarka wydała poruszające oświadczenie na Facebooku, w którym zapowiada charytatywny koncert w Manchesterze na rzecz ofiar zamachu,..."
"pl_POL_wp_int" "2017-05-27 09:29:00" "Zamach w Afganistanie. Nie żyje 18 osób" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1567201552--76206156/afganistan.jpg"" width=""308"" /> Do zamachu doszło w mieście Chost na południowym wschodzie Afganistanu. Około godz. 8.30 lokalnego czasu zdetonowano bombę ukrytą w samochodzie."
"pl_POL_wp_int" "2017-05-27 08:40:00" "Policja szuka Piotra Ruzickiego. Nieoficjalnie: ktoś pomógł mu w ucieczce" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/730894645-244259534/piotr-ruzicki.jpg"" width=""308"" /> Policja nadal poszukuje Piotra Ruzickiego. Mężczyzna w piątek uciekł policjantom ze szpitala. Istnieją dwie nieoficjalne wersje, jak doszło do..."
"pl_POL_wp_int" "2017-05-27 08:36:00" "W Polsce dyskutuje się o kciukach Dudy, a w Kanadzie o skarpetce" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/375872736-659310321/justin-trudeau.jpg"" width=""308"" /> Szczyt NATO to nie tylko poważne rozmowy światowych przywódców na temat bezpieczeństwa na arenie międzynarodowej, ale również okazja do..."
"pl_POL_wp_int" "2017-05-27 07:02:00" "11-latka oskarżyła nauczyciela o łamanie Konwencji Genewskiej" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1952400823-479456869/szkola-uczniowie.jpg"" width=""308"" /> 11-letnia uczennica szkoły w Glasgow oskarżyła swoją szkołę o łamanie Konwencji Genewskiej. Powodem jest ukaranie całej klasy za złe zachowanie..."
"pl_POL_wp_int" "2017-05-27 06:43:00" "Nie żyje wybitny politolog prof. Zbigniew Brzeziński" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/2114510160--386744894/prof-zbigniew-brzezinski.jpg"" width=""308"" /> Nie żyje prof. Zbigniew Brzeziński, były szef Rady Bezpieczeństwa Narodowego w ekipie prezydenta USA Jimmy&" "x27;ego Cartera (1977-1981), jeden z..."
"pl_POL_wp_int" "2017-05-27 04:50:00" "Żelazna kanclerz Niemiec rozegrała Turcję" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/757448617-976346008/merkel.jpg"" width=""308"" /> Turcja ugięła się pod naciskiem Angeli Merkel. Po kryzysowym spotkaniu kanclerz Niemiec z prezydentem Turcji Recepem Tayyipem Erdoganem władze w..."
"pl_POL_wp_int" "2017-05-27 04:45:00" "Krwawa walka o władzę w Libii. 28 zabitych, ponad 130 rannych" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/281760454-1100722140/libja.jpg"" width=""308"" /> Libijskie ministerstwo zdrowia poinformowała o śmierci 28 osób i ponad 130 rannych, którzy ucierpieli w starciach rywalizujących ze sobą zbrojnych..."
"pl_POL_wp_int" "2017-05-27 04:21:00" "Akcja " "Misiewicze trwa dalej? Tym razem posada dla znajomej pani premier" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/2087798721--174983252/szydlo.jpg"" width=""308"" /> &" "34;PiS-owska sitwa ogarnęła spółki Skarbu Państwa&" "34; mówił nie tak dawno Ryszard Petru ogłaszając akcję " "Misiewicze i wskazując, że ok. 227 osób..."
"pl_POL_wp_int" "2017-05-27 03:43:00" "Komorowski wrzucił do sieci zdjęcie z mamą. Internauci oszaleli" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1293803755--1024719035/komorowski-mama.jpg"" width=""308"" /> Dzień matki to święto szczególne dla każdego i bez względu na wiek oraz pełnione funkcje. Bronisław Komorowski wrzucił do mediów społecznościowych..."
"pl_POL_wp_int" "2017-05-27 00:59:00" "Egipt zapowiada krwawą zemstę za atak na chrześcijan" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1799262184-85132024/egipt.jpg"" width=""308"" /> Egipt zapowiada krwawą odpowiedź za zamach na autokar przewożący Koptów, w którym zginęło co najmniej 28 osób, w tym wiele dzieci. Egipskie siły..."
"pl_POL_wp_int" "2017-05-26 23:03:00" "Macierewicz broni Trumpa. USA będą respektować Traktat o NATO" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1002323913-1141656298/macierewicz-duda.jpg"" width=""308"" /> Minister obrony narodowej Antoni Macierewicz nie ma najmniejszej wątpliwości, że Stany Zjednoczone będą respektować artykuł 5. Traktatu..."
"pl_POL_wp_int" "2017-05-26 22:55:00" "Ostra krytyka Trumpa. Nie chce bronić Europy?" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/404882216-951636849/trump.jpg"" width=""308"" /> &" "34;Wall Street Journal&" "34; polemizuje z zarzutami amerykańskich mediów, że prezydent Donald Trump nie opowiadając się w Brukseli jednoznacznie za..."
"pl_POL_wp_int" "2017-05-26 22:38:00" "Za zabicie 38 osób grozi im kara śmierci. Proces odroczono" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1152499674-1439346665/kraty.jpg"" width=""308"" /> W Tunisie w warunkach zaostrzonego bezpieczeństwa rozpoczął się proces 26 osób powiązanych z zamachem w czerwcu 2015 roku w nadmorskim kurorcie..."
"pl_POL_wp_int" "2017-05-26 22:33:00" "Kolejne aresztowania po zamachu w Manchesterze" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/137650296--257539174/manchester.jpg"" width=""308"" /> Policja brytyjska aresztowała w Manchesterze 44-letniego mężczyznę. To już 11. osoba zatrzymana w ramach śledztwa w związku z atakiem..."
"pl_POL_wp_int" "2017-05-26 22:26:00" "Dwaj mężczyźni zginęli podczas skoku spadochronowego" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1175595911--1998374847/policja-tasma-zbrodnia.jpg"" width=""308"" /> Prokuratura i Państwowa Komisja Badania Wypadków Lotniczych ustalają okoliczności śmierci dwóch skoczków spadochronowych, którzy zginęli podczas..."
"pl_POL_wp_int" "2017-05-26 21:39:00" """Beata Kempa złożyła zamówienie do prokuratury"". Wpadka Frondy" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1031883115-2118863858/sd.jpg"" width=""308"" /> W piątek na portalu fronda.pl pojawił się artykuł zatytułowany &" "34;Kempa składa zamówienie do prokuratury&" "34;. Internauci kpią, że to wcale nie było..."
"pl_POL_wp_int" "2017-05-26 21:37:00" "Bezterminowy areszt dla dwóch terrorystów. Werbowali członków ISIS" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1920473011-71477790/isis.jpg"" width=""308"" /> W Hiszpanii aresztowano dwóch marokańskich dżihadystów. Mężczyźni zostali zatrzymani w Madrycie dzień po zamachu bombowym w Manchesterze...."
"pl_POL_wp_int" "2017-05-26 21:23:00" "Dwa chińskie myśliwce przechwyciły amerykański samolot w rejonie Hongkongu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1617008819--1048209519/j-10-chiny.jpg"" width=""308"" /> Dwa chińskie myśliwce J-10 przechwyciły amerykański samolot rozpoznawczy w rejonie Hongkongu. "
"pl_POL_wp_int" "2017-05-26 21:03:00" "W Belgradzie zburzono meczet. Potrzebna była eskorta policji" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1896652948--1740472768/meczet.jpg"" width=""308"" /> Na obrzeżach stolicy Serbii rozebrano w piątek meczet. Zrobiono to w przeddzień ramadanu, muzułmańskiego miesiąca postu. Władzom dzielnicy..."
"pl_POL_wp_int" "2017-05-26 20:48:00" "Antoni Macierewicz zdradza, co powiedział mu Donald Trump. To była krótka rozmowa" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1395939524--476342715/macierewicz.jpg"" width=""308"" /> - Nie spotkałem się z krytyką Donalda Trumpa. Spotkałem się z nagonką na prezydenta USA polityków, części mediów i ośrodków finansowych, które te..."
"pl_POL_wp_int" "2017-05-26 20:28:00" "Nieudany żart Donalda Tuska na spotkaniu z Donaldem Trumpem" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/174621210-531901698/ds.jpg"" width=""308"" /> Szef Rady Europejskiej naraził się na zabawną niezręczność podczas spotkania z prezydentem Stanów Zjednoczonych. Donald Tusk zażartował na temat..."
"pl_POL_wp_int" "2017-05-26 20:09:00" "Więzień uciekł z warszawskiego szpitala. Trwa obława" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1970879809-2097756490/piotr-ruzicki-poszukiwany.jpg"" width=""308"" /> Policjanci szukają więźnia, który uciekł ze szpitala przy ulicy Banacha w Warszawie. 42-latek został przywieziony do placówki na badania. Policja..."
"pl_POL_wp_int" "2017-05-26 19:44:00" "Wypadek na poligonie. Spadochroniarz runął na ziemię" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/168573896-1083311870/casa.jpg"" width=""308"" /> Podczas piątkowego szkolenia spadochronowego w Leźnicy Wielkiej w woj. łódzkim zginął żołnierz 25. Brygady Kawalerii Powietrznej w Tomaszowie..."
"pl_POL_wp_int" "2017-05-26 19:32:00" "PO rozwiązała struktury na Podkarpaciu. Powołano komisarza " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1381150343-1089119704/po.jpg"" width=""308"" /> Zarząd PO decyzję o rozwiązaniu struktur na Podkarpaciu podjął w piątek rano. Komisarzem lokalnej PO został były wiceminister skarbu, obecnie poseł..."
"pl_POL_wp_int" "2017-05-26 19:06:00" "Prawie połowa Polaków źle ocenia pracę rządu. Najnowszy sondaż Kantar Public" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/476352094-263945403/rzad.jpg"" width=""308"" /> 48 proc. ankietowanych źle ocenia działalność rządu. Przeciwnego zdania jest niemal tyle samo ankietowanych przez Kantar Public. 40 proc. badanych..."
"pl_POL_wp_int" "2017-05-26 19:02:00" "Pawłowicz wysyła sędziów i opozycję na reedukację do Korei Płn. Amnesty International reaguje" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1324759674--223445257/krystyna-pawlowicz.jpg"" width=""308"" /> Amnesty International reaguje na ostre słowa Krystyny Pawłowicz. Posłanka PiS zaproponowała, by wysłać sędziów i opozycję na &" "34;reedukację w obozach..."
"pl_POL_wp_int" "2017-05-26 18:55:00" "TVP zmienia zdanie. Nie będzie Koncertu Muzyki Polskiej Piosenki w Kielcach" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/148820376-1758895114/cx.jpg"" width=""308"" /> Telewizja Polska wycofała się ze swojego wcześniejszego pomysłu."
"pl_POL_wp_int" "2017-05-26 18:48:00" "Zabójstwo w Legionowie. Poszukiwany b. mąż ofiary" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1071846785--610291716/policja.jpg"" width=""308"" /> Policja prowadzi poszukiwania w związku z zabójstwem kobiety w Legionowie. Jej ciało znaleziono dziś w nocy. Poszukiwany mężczyzna to były mąż..."
"pl_POL_wp_int" "2017-05-26 18:33:00" "Drukarz, który odmówił fundacji LGBT, ostatecznie skazany" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1326919269--605396592/teczowa-flaga.jpg"" width=""308"" /> Sąd apelacyjny w Łodzi utrzymał w mocy wyrok na pracownika prywatnej drukarni, który z powodu przekonań odmówił wydrukowania plakatów fundacji..."
"pl_POL_wp_int" "2017-05-26 18:27:00" """Napisała mi w liście, że przez jakiś czas nie będę widywać syna i córki"". Matki, które alienują własne dzieci" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/2029692023-85645789/rodzina.jpg"" width=""308"" /> Własne dzieci widzi przez 19 dni w roku. Wszystko po tym kiedy 5 lat temu, gdy jego żona zabrała syna i córkę, i wyprowadziła się z całym..."
"pl_POL_wp_int" "2017-05-26 18:20:00" "Opolski festiwal w Kielcach? Prezydent Opola komentuje" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1990303891--804355442/opole.jpg"" width=""308"" /> Prezydent Opola złośliwie skomentował decyzję TVP o zorganizowaniu Koncertu Polskiej Piosenki w Kielcach. Według niego, TVP przypomina &" "34;Titanica&" "34;..."
"pl_POL_wp_int" "2017-05-26 17:50:00" "Cezary Tomczyk: Berczyński zarabia 133 zł za godzinę pracy. Tak będzie do marca 2018 r. " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/632744879--984814814/mon-po-tomczyk.jpg"" width=""308"" /> Umowa-zlecenie Wacława Berczyńskiego jest do marca 2018 roku. - Przez minimum rok będzie pracownikiem ministra obrony narodowej, za co pobiera..."
"pl_POL_wp_int" "2017-05-26 17:29:00" "Raport Human Rights Watch: władze Czeczenii wiedziały o prześladowaniu homoseksualistów" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/72585040--1758070138/homoseksualizm-lgbt.jpg"" width=""308"" /> Organizacja w opublikowanym w piątek raporcie informuje, że prześladowania homoseksualistów odbywały się &" "34; na polecenie i pod nadzorem..."
"pl_POL_wp_int" "2017-05-26 17:09:00" "PiS wskazuje swojego kandydata do TK" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/535367871-2139779096/trybunal-konstytucyjny.jpg"" width=""308"" /> Adwokat Andrzej Zielonacki jest kandydatem klubu PiS do Trybunału Konstytucyjnego - poinformowała na Twitterze rzeczniczka PiS Beata Mazurek."
"pl_POL_wp_int" "2017-05-26 16:36:00" """U nas k*rwa nic nie wysadzicie"". Przez rasizm chcą wyjechać z Polski" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/845476297--2093760560/send-me-back-rasizm.jpg"" width=""308"" /> - Wielu białych obywateli Polski deklaruje potrzebę wyjazdu czarnoskórych osób z kraju - napisały na Facebooku Sylwia i Bonnie. I rozpoczęły..."
"pl_POL_wp_int" "2017-05-26 16:34:00" "Duda: Polska gotowa zwiększyć aktywność w ramach koalicji antyterrorystycznej" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/519630451--724426589/andrzej-duda.jpg"" width=""308"" /> Jesteśmy gotowi w ramach koalicji antyterrorystycznej do zwiększenia swojej aktywności, gdyby taka była decyzja państw Sojuszu..."
"pl_POL_wp_int" "2017-05-26 16:06:00" "Beata Kempa składa zawiadomienie. ""Czuję się pomówiona""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1553016577--1650484821/beata-kempa.jpg"" width=""308"" /> Składam zawiadomienie do prokuratury ws. pomówień mających na celu poniżenie mnie - poinformowała szefowa Kancelarii Premiera Beata Kempa. Chodzi..."
"pl_POL_wp_int" "2017-05-26 15:55:00" "Areszt dla rodziców zamordowanej dziewczynki z Opoczna" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/728756196-67829798/policja-areszt.jpeg"" width=""308"" /> - Rodzice zostali zatrzymani na trzy miesiące. W tym czasie prokuratorzy będą gromadzili materiał procesowy. Czekamy m.in. na pełną opinię biegłego..."
"pl_POL_wp_int" "2017-05-26 15:40:00" "Policjant podejrzany ws. śmiertelnego postrzelenia: jestem ofiarą polowania na czarownice" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1322741434-65341211/policjant-krzysztof-o.jpg"" width=""308"" /> Policjant, który usłyszał zarzuty ws. śmiertelnego postrzału podczas ubiegłorocznej interwencji w Szczecinie powiedział, że jest pierwszą ofiarą..."
"pl_POL_wp_int" "2017-05-26 15:36:00" "Postawiono kolejne zarzuty ws. ataku rozbitą butelką. Mężczyzna sam zgłosił się na komendę" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1798703212--1359884902/atak-butelka.jpg"" width=""308"" /> Na policję zgłosił się kolejny uczestnik zajścia, podczas którego w centrum Katowic rozbitą butelką zraniono dwie młode kobiety. Mężczyzna usłyszał..."
