"fr_DZA_elwata_int" "2017-04-30 13:00:00" "Succès surprise du Front Polisario au Conseil de sécurité" " 
	Le Front Polisario a su exploiter avec intelligence les maladresses marocaines et a poussé la communauté internationale à s’intéresser à nouveau et de façon sérieuse, au conflit qui n’a que trop duré et qui déstabilise tout le Maghreb.

	Le ministre sahraoui des Affaires étrangères, Mohamed Islem Ould Saheb, dans une déclaration à El Watan,  salue la résolution, estimant qu’il reste encore beaucoup à faire. «Rabat, a-t-il dit, a provoqué la crise de Guerguerat en ouvrant une brèche dans le mur pour faire du trafic, en violation du cessez-le-feu.

	La prochaine étape pour le secrétaire général de l’ONU, souligne-t-il, est de résoudre le problème de Guerguerat s’appuyant pour cela sur le rapport onusien qui ‘‘reconnaît que la crise à Guerguerat soulève des questions de fond, liées au cessez-le-feu’’ et engage M. Guterres à trouver une solution.»

	Un lourd dossier qui attend également Horst Kohle, ancien président de la RFA, qui a succédé à Christopher Ross comme représentant spécial du secrétaire général de l’ONU pour le Sahara occidental.
	  "
"fr_DZA_elwata_int" "2017-04-30 13:00:00" "La contestation sociale monte en Arabie Saoudite" " 
	De nombreux appels à manifester aujourd’hui devant le ministère du Travail et les bâtiments publics ont largement été relayés sur les réseaux sociaux locaux. 
	Ce qui fait craindre de nouveaux troubles dans ce royaume qui souffre de la chute des prix du pétrole.
	Les jeunes dénoncent l’étendue du chômage qui touche les différentes couches sociales du pays et l’échec de la politique de «saoudisation» des emplois. Sous le slogan «Tous au rassemblement des chômeurs le 30 avril», les jeunes Saoudiens sont décidés à exprimer leur mécontentement et leur colère face à un régime qui a épuisé toutes ses ressources dans les guerres qu’ils mènent au Yémen et en Syrie. Le premier appel à manifester a été lancé le 21 avril. Ce à quoi la police a répondu par une présence massive sur le terrain.

	Des centaines d’agents de sécurité ont été déployés devant les bâtiments publics et les rues principales de Riyad. Le même scénario se répétera aujourd’hui. «Mon frère chômeur ne joue pas avec ta vie. Sors le 30 avril pour manifester pour un avenir meilleur.» Un message parmi tant d’autres publiés sur les réseaux sociaux. Ou encore : «Les droits ne se donnent pas, mais s’arrachent.» L’appel à la manifestation a eu tellement d’écho dans le royaume que le roi a décidé de reverser les primes, qu’il a lui-même supprimées, aux militaires et autres fonctionnaires du pays. Une première victoire pour la classe moyenne qui croule sous le poids de la dette. Engluée dans ses problèmes extérieurs (la guerre au Yémen et en Syrie, avec l’Iran), l’Arabie Saoudite est en train d’épuiser toutes ses ressources financières. Et cela souvent au détriment des projets économiques et sociaux internes qui donneraient du travail aux jeunes, notamment les plus instruits d’entre eux.

	Or, le taux de chômage n’a jamais été aussi élevé (11%) pour une population de 30 millions d’habitants. Basées à plus de 75% sur les hydrocarbures, les rentrées d’argent  ont fondu comme neige au soleil. En 2017, le royaume s’attend à un déficit de plus de 51 milliards de dollars, alors qu’il avait atteint en 2016 près de 79 milliards. Un record. Selon une estimation du Fonds monétaire international, l’Arabie Saoudite pourrait épuiser toutes ses réserves financières d’ici 2020, si les prix du pétrole ne repartaient pas à la hausse. Pour éviter ce scénario, Riyad avait présenté un vaste plan de réorientation de son économie baptisé  Vision 2030. Il donne la part belle aux énergies renouvelables et à l’économie écologique, mais s’appuie également sur la vente de certains fleurons de l’industrie du royaume.

	Ce dernier semble déjà faire face à des difficultés diverses pour mettre en place cette vision, vu que l’économie a pris l’habitude de reposer sur les hydrocarbures à plus de 70%. En plus des problèmes économiques et sociaux, le royaume saoudien est englué dans de nombreuses crises internationales qui lui coûtent très cher. A commencer par la guerre qu’il mène au Yémen contre les rebelles houthis et l’ex-président Salah. Ce conflit armé dans lequel il a engagé des moyens militaires et humains colossaux a fait l’effet d’une pompe aspirante des finances du pays. Perdue dans un labyrinthe géo-militaire qu’elle ne maîtrise pas, l’Arabie Saoudite cherche des solutions pour en sortir. Mais à quel prix et avec quel visage. En Syrie, le soutien des wahhabites à certains groupes armés pèse fort aussi sur les caisses de l’Etat. Sans oublier la guerre froide qu’il mène contre son voisin iranien, considéré comme étant le principal danger dans la région. Autrefois, eldorado économique et professionnel de millions de travailleurs asiatiques et arabes, l’Arabie Saoudite peine désormais à donner du travail à ses propres enfants.  "
"fr_DZA_elwata_int" "2017-04-29 13:00:00" "Les prisonniers palestiniens défient Israël" " 
	La grève illimitée de la faim menée par plus de 1600 Palestiniens détenus dans les prisons israéliennes se poursuit pour le 13e jour consécutif. 
	Cette grève — à laquelle a appelé le mouvement Fatah dans les prisons et les centres de détention israéliens — suscite un grand mouvement de solidarité du peuple palestinien, que ce soit en Cisjordanie occupée ou dans la bande de Ghaza. Le meneur de la grève n’est autre que Marwan Barghouti, membre du comité central du Fatah et député au Conseil législatif palestinien, dont l’état de santé s’est subitement détérioré.

	Agé de 57 ans  Barghouti a été mis dans une cellule d’isolement afin de faire diminuer son influence sur la population carcérale palestinienne. Au début du mouvement, il a envoyé une lettre aux parlementaires du monde entier et à l’Organisation des Nations unies dans laquelle il dit : «Si vous recevez cette lettre, c’est qu’Israël a décidé de poursuivre sa démarche de punition collective illégale et de provocation à l’encontre des prisonniers palestiniens, plutôt que de répondre à leurs demandes légitimes.

	Cela veut dire que j’ai été encore une fois placé  en isolement comme mes camarades grévistes de la faim. Pourtant, on ne nous fera pas taire ni nous soumettre. La grève de la faim est une action légitime et non violente pour protester, en tant que prisonniers, contre les violations de nos droits humains fondamentaux, tels que  garantis par le droit international.»

	Parmi les grévistes, il y a aussi Ahmad Saadat, secrétaire général du Front populaire de libération de la Palestine, et d’autres leaders du mouvement nationaliste palestinien.

	Le jeudi 27 avril a été déclaré «Journée de colère» marquée par une grève générale dans les Territoires palestiniens occupés, Cisjordanie et bande de Ghaza. En Cisjordanie, des manifestations dans plusieurs régions, où la confrontation avec les forces de l’occupation est directe, se sont transformées en heurts. Des dizaines de blessés par balles en caoutchouc sont à déplorer. Il a été enregistré également des centaines de cas de difficultés respiratoires après inhalation de gaz lacrymogènes toxiques et des dizaines d’arrestations.

	Cette campagne de solidarité populaire qui s’est étendue aux Palestiniens communément appelés Arabes d’Israël, s’est poursuivie hier, surtout après la prière du vendredi qui a eu lieu sur des places publiques dans nombre de villes et villages de la Cisjordanie occupée. Les heurts avec les soldats de l’occupant israélien se sont renouvelés à l’image des scènes vécues jeudi. Le comité des prisonniers et des libérés a lancé des appels à la communauté internationale pour une intervention urgente afin de sauver la vie des prisonniers, surtout que la grève de la faim entre dans une étape qui représente un véritable danger pour leur vie.

	Les prisonniers refusent de prendre des additifs nutritifs et menacent également d’arrêter de boire de l’eau. Les autorités israéliennes semblent, quant à elles, obstinées à ne pas satisfaire les réclamations humanitaires des prisonniers palestiniens, qui pour leur part ont fait le serment d’aller jusqu’au bout de leur action, quelles que soient les conséquences. La bataille ne fait que commencer. "
"fr_DZA_elwata_int" "2017-04-29 13:00:00" "Le Venezuela de Nicolas Maduro se rebelle" " 
	Confronté à une crise économique et sociale aiguë, le Venezuela a amorcé hier sa sortie de l’Organisation des Etats américains (OEA) pour protester contre l’«ingérence» de cette organisation dans ses affaires internes. 
	«Nous sommes libres de l’OEA et plus jamais nous n’y reviendrons, qu’ils restent avec leur coquille vide, aujourd’hui le Venezuela s’est réveillé plus libre qu’hier. L’OEA, qu’ils aillent se faire voir !» a clamé le président socialiste, Nicolas Maduro. «J’ai fait un pas de géant pour en finir avec l’interventionnisme impérial», a insisté M. Maduro sur Twitter après l’annonce de ce «Vexit». Touché de plein fouet par l’effondrement des prix du brut, ce pays pétrolier est confronté à une vague de manifestations antigouvernement, qui a fait une trentaine de morts depuis début avril, et est soumis à une pression internationale croissante.  

	Accusant certains pays de l’OEA d’«ingérence» et d’«interventionnisme», dans le but de faire chuter le gouvernement en place à Caracas, le Venezuela va donc claquer la porte d’une institution fondée en 1948. C’est la première fois dans l’histoire qu’un pays choisit de quitter ce bloc régional basé à Washington. Cuba avait été exclu de l’OEA en 1962, lorsque les tensions avec les Etats-Unis étaient au plus haut. La Havane a toujours refusé de réintégrer l’organisation, même si elle a été réadmise en 2009.

	L’OEA, dont le secrétaire général Luis Almagro a qualifié M. Maduro de «dictateur», s’était réunie mercredi pour convoquer un mini-sommet des ministres des Affaires étrangères de la région sur la crise, sans préciser de date. Dès mardi soir, la chef de la diplomatie vénézuélienne, Delcy Rodriguez, avait menacé de quitter l’organisation, si une telle réunion avait lieu. Et cette menace a été confirmée mercredi, dès l’annonce de ce mini-sommet. Concrètement, ce processus de retrait, qui doit prendre 24 mois, a débuté officiellement hier, lorsque le Venezuela a présenté une plainte contre l’OEA à son secrétaire général, à Washington. Pour Julio Borges, le président du Parlement vénézuélien, la seule institution contrôlée par l’opposition, depuis fin 2015, ce retrait du Venezuela de l’OEA signe «l’échec» du gouvernement.   

	 De fait, M. Almagro avait annoncé à plusieurs reprises vouloir invoquer la charte démocratique de l’organisation pour obtenir la suspension de Caracas. L’OEA avait ainsi haussé le ton début avril en adoptant une résolution dénonçant la rupture de l’ordre constitutionnel au Venezuela, quelques jours après la décision de la Cour suprême de s’arroger les pouvoirs du Parlement. Ce n’est pas la seule organisation internationale à avoir fait pression sur Caracas : jeudi, le Parlement européen a dénoncé la «répression brutale» au Venezuela et exigé une enquête. «Le Venezuela est dans une situation chaotique», a déclaré de son côté le président américain, Donald Trump. En réponse, Caracas a demandé à la Communauté des Etats d’Amérique latine et des Caraïbes (Celac) d’organiser une réunion le 2 mai, en signe de «solidarité, pour combattre le harcèlement diplomatique dont est victime le Venezuela», selon M. Maduro.

	En face, l’opposition cherche aussi à maintenir la rue mobilisée. Elle a ainsi délocalisé, jeudi, une séance du Parlement, dans le parc Miranda, au cœur de Caracas, séance lors de laquelle a été voté un manifeste demandant l’appui de la communauté internationale pour obtenir «une élection présidentielle anticipée», avant la date prévue de 2018. Les antichavistes (du nom du défunt président Hugo Chavez, 1999-2013) ont ensuite rendu hommage au dernier manifestant mort à Caracas, un jeune de 20 ans touché par une cartouche de gaz. Le parquet, qui a confirmé ce décès, a ouvert une enquête. On compte désormais 28 morts, selon le dernier bilan du parquet — 29 selon M. Maduro —, qui dénombre aussi 437 blessés et 1289 personnes arrêtées. Ce bilan est le plus lourd depuis la vague de manifestations de 2014, qui avait fait officiellement 43 morts. Lundi 1er mai, qui marquera le premier mois de mobilisation de l’opposition, les anti-Maduro ont prévu de convoquer une «grande manifestation» en signe de défi au pouvoir, qui organise traditionnellement de grands rassemblements lors de la Fête du travail.   "
"fr_DZA_elwata_int" "2017-04-29 13:00:00" "Sahara Occidental : Alerte sur une violation du droit européen" " 
	Les eurodéputés Florent Marcellesi et Judith Sargentini ont exhorté, hier, la commission européenne à examiner en «urgence» l’affaire du navire l’Albiz qui pourrait impliquer une potentielle violation du droit européen et international en raison de la cargaison qu’il transporte et qu’il aurait chargé au Sahara occidental sans le consentement du peuple sahraoui. 
	«Nous souhaitons attirer votre attention immédiate sur une question urgente qui implique potentiellement une violation grave de la législation de l’UE, de la jurisprudence de la Cour européenne de justice et du droit international concernant nos relations commerciales avec le Sahara occidental», ont-ils écrit dans une lettre adressée à la chef de la diplomatie européenne, Federica Mogherini, et aux commissaires européens chargés du commerce et des affaires économiques, respectivement, Cecilia Malmström et Pierre Moscovici. Dans leur lettre, les députés européens ont affirmé que le navire, dont la nature de la cargaison reste inconnue, a quitté le port de El Ayoun au Sahara occidental occupé le 23 avril et se dirige actuellement vers le port de Dordrecht aux Pays-Bas. Sargentini et Marcellesi se sont dits «préoccupés» par le fait que l’expédition soit originaire du Sahara occidental, ce qui pourrait «impliquer une violation directe du récent jugement de la Cour de justice de l’Union européenne (CJUE)» qui a conclu, le 21 décembre dernier, que les accords d’association et de libéralisation UE-Maroc ne s’appliquent pas au Sahara occidental. La récente jurisprudence de la CJUE exclut définitivement le territoire du Sahara occidental du champ d’application des accords d’association et de libéralisation conclus entre l’UE et le Maroc, et reconnaît sans aucune ambiguïté au peuple sahraoui le droit à l’autodétermination et à la souveraineté permanente sur ses ressources naturelles, comme énoncé par la Charte des Nations unies.

	Dans son arrêt, la CJUE reconnaît également au peuple sahraoui le droit d’être reconnu comme un tiers susceptible d’être affecté par la mise en œuvre des accords UE-Maroc, qui doit ainsi donner son consentement quant à l’exploitation et à l’exportation de biens en provenance de son territoire. Il s’en suit de cette jurisprudence que toute importation de produits en provenance du territoire du Sahara occidental au sein du marché européen sans l’accord du peuple sahraoui ne jouit d’aucune base légale.  "
"fr_DZA_elwata_int" "2017-04-28 14:08:00" "La contestation sociale monte en Arabie Saoudite" " 
	L’Arabie Saoudite est décidément sur un volcan social susceptible d’exploser à tout moment. Les assurances données aux jeunes par le roi Salmane la semaine dernière leur promettant une vie meilleure, n’ont pas suffi à les clamer. 
	Amman (Jordanie)

	De notre correspondant

	De nombreux appels à manifester dimanche prochain devant le ministère du travail  et les bâtiments publics ont largement été relayés sur les réseaux sociaux locaux. Ce qui fait craindre de nouveaux troubles dans ce royaume qui souffre de la chute des prix du pétrole. Les jeunes dénoncent  l’étendue du chômage qui touche les différentes couches sociales du pays et l’échec de la politique de « saoudisation » des emplois.

	Sous le slogan « tous au rassemblement des chômeurs le 30 avril », les jeunes saoudiens sont décidés à exprimer leur mécontentement et leur colère face à un régime qui a épuisé toutes ses ressources dans les guerres qu’ils mènent au Yémen et en Syrie. Le premier appel à manifester a été lancé le 21 avril dernier. Ce à quoi la police a répondu par une présence massive sur le terrain.

	Des centaines d’agents de sécurité ont été déployés devant les bâtiments publics et les rues principales de Ryad. Le même scénario se répétera dimanche prochain. « Mon frère le chômeur, ne joue pas avec ta vie. Sors le 30 avril pour manifester pour un avenir meilleur », Un message parmi tant d’autres publiés sur les réseaux sociaux. Ou alors « les droits ne se donnent pas, mais s’arrachent ». L’appel à la manifestation a eu tellement d’écho dans le royaume que le roi a décidé de reverser les primes, qu’il a lui-même supprimées aux militaires et autres fonctionnaires du pays. Une première victoire pour la classe moyenne qui croule sous le poids de la dette.

	Riad peine à donner du travail à ses propres enfants

	Englués dans ses problèmes extérieurs (la guerre au Yémen et en Syrie, avec l’Iran), l’Arabie Saoudite est en train d’épuiser toutes ses ressources financières. Et cela souvent au détriment des projets économiques et sociaux internes qui donneraient du travail pour les jeunes, notamment les plus éduqués d’entre eux. Or le taux de chômage n’a jamais été aussi élevé (11%) pour une population de 30 millions d’habitants. Basé à plus de 75 % sur les hydrocarbures, les rentrées d’argent se sont fondues comme neige sous le soleil. En 2017, le royaume s’attend à un déficit de plus de 51 milliards de dollars, alors qu’il avait atteint en 2016 près de 79 milliards. Un record.

	 

	Selon une estimation du Fonds monétaire international, l’Arabie Saoudite pourrait épuiser toutes ses réserves financières d’ici 2020 si les prix du pétrole ne repartaient pas à la hausse. Pour éviter ce scénario, Ryad avait présenté un vaste plan de réorientation de son économie baptisé « vision 2030 ». Il donne la part belle aux énergies renouvelables et à l’économie écologique. Mais s’appuie également sur la vente de certains fleurons de l’industrie du royaume.

	Mais ce dernier semble déjà faire face à des difficultés diverses pour mettre en place cette vision vu que l’économie a pris l’habitude de reposer sur les hydrocarbures à plus de 70%. En plus des problèmes économiques et sociaux, le royaume saoudien est englué dans de nombreuses crises internationales qui lui coutent très cher. A commencer par la guerre qu’il mène au Yémen contre les rebelles Houthis et l’ex président Salah. Ce conflit armé dans lequel il a engagé des moyens militaires et humains colossaux a fait l’effet d’une pompe aspirante des finances du pays. Perdu dans un labyrinthe géo-militaire qu’elle ne maitrise pas, l’Arabie Saoudite cherche des solutions pour en sortir. Mais à quel prix et avec quel visage.

	En Syrie, le soutien des wahhabites à certains groupes armés pèse fort aussi sur les caisses de l’état. Sans oublier la guerre froide qu’il mène contre son voisin iranien considéré comme étant le principal danger dans la région. Autrefois eldorado économique et professionnel de millions de travailleurs asiatiques et arabes, l’Arabie Saoudite  peine désormais à donner du travail à ses propres enfants. "
"fr_DZA_elwata_int" "2017-04-28 13:00:00" "Macron - Le Pen : Pour quelle politique étrangère les Français vont-ils voter ?" " 
	Le deuxième tour de l’élection présidentielle française dimanche 7 mai opposera deux candidats aux visions radicalement opposées - l’ouverture contre la fermeture- en particulier sur les questions de politique étrangère.
	Voilà ce qu’ils proposent sur les principaux dossiers. 
	Europe

	Le candidat d’En Marche ! veut relancer l’Europe en proposant des «conventions démocratiques» dans les 27 Etats à la fin de l’année 2017. Des sortes d’Etats généraux, dont les recommandations serviraient de base à un «nouvel élan européen» avec les pays volontaires. Il souhaite attribuer à la zone euro un budget, un parlement et un ministre de l’Economie.

	OTAN

	Macron ne souhaite pas remettre en cause la place au sein du commandement intégré de l’OTAN mais ne soutiendra pas de nouveaux élargissements de l’Alliance. Objectif : limiter les interventions de l’OTAN en dehors de sa zone géographique aux seuls cas où les intérêts de la France sont directement concernés.

	Afrique et monde arabe

	Si le Maghreb et l’Afrique sont pour Macron des «partenaires privilégiés», il compte aussi «multiplier les canaux de dialogue avec d’autres partenaires». Avec la Russie, la Turquie ou les pays du Moyen-Orient et du Golfe, il ne souhaite pas que l’Europe ferme la porte à la Turquie. «Notre pays doit retrouver sa place au Moyen-Orient, en particulier pour accompagner la résolution de la crise syrienne.»

	Sur le dossier syrien, il s’est dit en faveur d’une intervention militaire française sous l’égide de l’ONU si la responsabilité du régime de Bachar Al Assad dans l’attaque chimique d’Idleb est établie. Selon lui, Bachar Al Assad ne doit pas constituer «un préalable à toute décision». Emmanuel Macron entend privilégier le dialogue politique tout en refusant de laisser «les Etats-Unis et la Russie, qui sont par ailleurs profondément opposés, décider du sort de la Syrie».

	Aussi à son agenda international : la poursuite de l’ouverture vers l’Iran devra se poursuivre, «si l’accord nucléaire de 2015».
	Sur la question palestinienne, il estime que «la sécurité d’Israël est pour nous un principe intangible, de même que la légitimité de l’Etat palestinien». Il s’est prononcé en faveur d’une solution à deux Etats à condition que les négociations soient relancées.

	Il s’est en revanche positionné contre la reconnaissance unilatérale de la Palestine, contre le mouvement Boycott, désinvestissement, sanctions (BDS), selon lui une «méthode antisémite». La crise en Libye est essentiellement abordée sous l’angle des réfugiés, avec toujours l’Europe en levier d’action afin «de stabiliser la Libye et de juguler ainsi les trafics d’êtres humains qui provoquent des drames insupportables en Méditerranée». "
"fr_DZA_elwata_int" "2017-04-28 13:00:00" "Macron - Le Pen : Pour quelle politique étrangère les Français vont-ils voter ?" " 
	Le deuxième tour de l’élection présidentielle française dimanche 7 mai opposera deux candidats aux visions radicalement opposées - l’ouverture contre la fermeture- en particulier sur les questions de politique étrangère. Voilà ce qu’ils proposent sur les principaux dossiers. 
	Europe

	C’est un des axes principaux de la campagne de la candidate du Front National : si elle est élue, elle compte  négocier à Bruxelles la sortie de l’euro et le retour des frontières nationales en sortant de l’espace Schengen, et organiser un référendum sur l’appartenance à l’Union européenne. Selon elle, le Brexit est un exemple. La France doit dire non «aux politiques d’austérité sans issue au nom de la préservation d’une monnaie qui étouffe l’Europe».

	OTAN

	Le Pen compte sortir du commandement intégré de l’OTAN et développer certaines alliances. Notamment avec la Russie, fondée sur un partenariat militaire et énergétique approfondi, et une alliance trilatérale Paris-Berlin-Moscou. Elle souhaite aussi proposer une Union paneuropéenne (des Etats souverains) incluant la Russie et la Suisse. La Turquie ne serait pas associée à ce projet.

	Afrique et monde arabe

	Son programme comprend :

	- la renégociation de tous les partenariats économiques avec les pays du Maghreb sur la base d’un arrêt des flux migratoires.

	- Une grande politique de développement de l’Afrique, selon elle, abandonnée aux puissances émergentes, la Chine, l’Inde, le Brésil et même la Russie.

	«Nous voulons rompre avec la France-Afrique corruptrice et poser les bases d’une politique africaine fondée d’une part sur un respect réel des souverainetés nationales africaines, d’autre part sur un soutien fort par l’Etat français des investissements privés français en Afrique en échange d’une inversion des flux migratoires.»

	- La restauration d’une politique arabe de la France. «Les guerres d’Irak et les révolutions arabes auront eu progressivement raison de notre influence dans le monde arabe.» Cette politique prévoit le retour d’une politique d’équilibre au Proche-Orient : «Si nous soutenons la formation d’un Etat palestinien, il n’en demeure pas moins qu’Israël doit être assuré d’une existence indiscutable et d’une sécurité garantie.»

	- Aucune négociation avec aucun gouvernement pratiquant ou soutenant des groupes pratiquants le terrorisme, quelle que soit la cible.
	Sur le dossier syrien, Marine Le Pen affirme qu’Assad est «la seule solution viable». Lors d’une visite à Moscou fin mars, lors de laquelle elle a rencontré le président Vladimir Poutine, elle a plaidé pour un rapprochement avec la Russie. Elle s’est prononcé en faveur de la création d’un Etat palestinien. "
"fr_DZA_elwata_int" "2017-04-28 13:00:00" "Corée Du Nord : Pyongyang demande le soutien de l’Asean dans son conflit avec les Etats-Unis" " 
	La tension monte d’un cran entre les Etats-Unis et la Corée du Nord. Alors que la flotte américaine est toujours en route vers la péninsule coréenne, la Corée du nord, elle, qui dit prête à riposter, a fini par demander l’aide des pays d’Asie du Sud-est pour faire face à l’USA de Trump. 
	La Corée du Nord a demandé aux pays d’Asie du Sud-est leur soutien dans son conflit avec les Etats-Unis afin d’empêcher un possible «holocauste nucléaire», a indiqué le ministère nord-coréen des Affaires étrangères. Dans une lettre au secrétaire général de l’Association des pays d’Asie du Sud-est (Asean), le ministre des Affaires étrangères Ri Yong-Ho déclare que   la péninsule coréenne est «au bord de la guerre à cause des agissements des Etats-Unis».

	Cette lettre est datée du 23 mars, en amont du sommet de l’Asean qui se tient vendredi et samedi à Manille dans un contexte de très forte tension sur la péninsule coréenne. Le ministre nord-coréen demande à l’Asean d’informer les chefs de la diplomatie des dix pays membres «de la grave situation» sur la péninsule et de leur «fournir une vraie proposition» en vue d’y maintenir la paix.

	Il critique aussi longuement les exercices militaires annuels menés par   Washington et Séoul. «J’exprime mes attentes de voir l’Asean, qui est très attachée à   l’importance de la sécurité et de la paix régionales, faire de la question des exercices militaires conjoints entre les Etats-Unis et la Corée du Sud un sujet de la conférence, d’un point de vue équitable, et de jouer un rôle actif en vue de la sauvegarde de la paix et de la sécurité dans la péninsule coréenne», écrit M. Ri.

	Les exercices conjoints, poursuit le ministre, justifient les programmes balistique et nucléaire nord-coréens. «C’est un fait évident pour tout le monde que quand ils déploient les moyens d’une frappe nucléaire susceptible de plonger la péninsule coréenne dans un holocauste nucléaire en quelques secondes (....), de tels exercices ne peuvent en aucun cas être défensifs», ajoute-t-il.

	Pression

	Le chapitre relatif à la Corée du Nord dans le  projet de déclaration finale du sommet est encore à remplir, ce qui signifie que la position des dirigeants de l’Asean reste à être définie. «Les Etats-Unis veulent ramener la Corée du Nord sur le chemin du dialogue pour mettre un terme à ses programmes militaires nucléaire et balistique, notamment par la biais de sanctions économiques supplémentaires destinées à faire pression sur Pyongyang», ont indiqué mercredi des ministres américains.

	«Nous sommes engagés avec des membres responsables de la communauté internationale pour augmenter la pression sur la Corée du Nord afin de convaincre le régime (de la nécessité) d’une désescalade et de reprendre le chemin du dialogue», ont écrit dans un communiqué le chef du Pentagone, James Mattis, le secrétaire d’Etat Rex Tillerson, et le directeur du Renseignement américain Dan Coats, à l’issue d’une réunion exceptionnelle à la Maison Blanche avec les 100 sénateurs américains et le général Joseph Dunford, le plus haut gradé du pays.

	«L’approche du Président (Donald Trump, ndlr) consiste à faire pression sur la Corée du Nord en vue d’un démantèlement de ses programmes nucléaire, de missiles balistiques et de prolifération en resserrant les sanctions économiques et en poursuivant la voie diplomatique avec nos alliés et nos partenaires régionaux», ont expliqué les dirigeants américains. A l’issue de leur réunion avec les parlementaires américains, MM. Mattis, Tillerson et Coats ont assuré que «les Etats-Unis recherchaient la stabilité et la dénucléarisation pacifique de la péninsule coréenne». «Nous demeurons ouverts à des négociations tournées vers cet objectif.

	Mais nous restons prêts à nous défendre et défendre nos alliés», ont-ils martelé, réitérant la position qu’avait déjà adoptée l’administration de Barack Obama à l’égard de la Corée du Nord et ses programmes nucléaire et balistique, condamnés par des résolutions du Conseil de sécurité de l’ONU.  "
"fr_DZA_elwata_int" "2017-04-28 13:00:00" "En bref…" "  
	- Sahara occidental : La Belgique réitère son engagement à défendre les droits de l’homme

	La section belge de l’ONG Amnesty International a réitéré son engagement à défendre les droits de l’homme au Sahara occidental occupé et a dénoncé les violations dont sont victimes les Sahraouis vivant sous occupation marocaine. Amnesty International, qui avait elle-même été expulsée du Sahara occidental en 2014 par les autorités marocaines, a interpellé récemment le Conseil de sécurité de l’ONU sur l’«urgence» de surveiller les droits de l’homme au Sahara occidental en l’exhortant à élargir le mandat de la Minurso.

	- Syrie : Tirs de missiles israéliens près de Damas

